text,label
"inspections conducted under this section 7.4 shall be at the expense of array, unless a variation or error producing an underpayment in amounts payable exceeding    of the amount paid for a period covered by the inspection is established, in which case all reasonable costs relating to the inspection for such period and any unpaid amounts that are discovered shall be paid by ono, together with interest on such unpaid amounts at the rate set forth in section 7.1 above.",1.0
"at the companys expense, the company will maintain policies of insurance with insurance companies having a financial strength rating no lower than a and a size category not lower than xii as rated by the a.m. best company, and in amounts which are reasonable and prudent in light of the companys business, potential liabilities to allscripts hereunder, and other relevant factors, including the following: (i) commercial general liability insurance  (ii) errors and omissions insurance  and (iii) workers compensation insurance with applicable statutory limits.",1.0
"the warranty period for all material (excluding att provided equipment) shall commence upon delivery of such material to vendor from the oem and shall continue for a period equal to the longer of (i)  or (ii) the applicable warranty period actually received by vendor from the oem for such material vendor acquired directly from the oem, including the vendor provided equipment as defined in the build addendum (the material warranty period).",1.0
"the company hereby appoints and grants distributor the exclusive right to sell the products of the company, including the snotarator nasal aspirator, (products) listed in the current price list (exhibit a attached hereto).",2.0
cellcos appointment as custodian is effective as of the initial cutoff date and will continue until the later of (i) the date on which all obligations of the issuer have been paid in full and (ii) the date on which such appointment is terminated under this section 3.10(f).,0.0
each party shall provide reasonable assistance for any action which may be necessary to assign or otherwise transfer such rights to other improvements to parties as joint owners,2.0
"hps will pay to shps all care management revenues collected from such new client, and shps will pay a commission to hps equal to five percent (5%) of such amount received by shps from hps pursuant to this section 2.4.",1.0
"upon a merger or change of control of a party (including, for purposes of this section 6.3, with respect to purchaser any purchaser licensee and with respect to seller any seller party) (a change of control event) with or to a person (other than a person that is a then-current affiliate of such party) (the buyer), the license rights granted under article ii to such party shall not extend to the buyer or any of its affiliates existing immediately prior to the change of control event or any of its or their past, current, or future products, systems or services.",2.0
"except to the extent awarded to a third party in a judgment against which a party is entitled to indemnification pursuant to section 7.2 indemnity, or to the extent arising out of any breach of section 11.4 nondisclosure, neither party will be liable (whether in contract, warranty, tort (including, but not limited to, negligence), product liability or other theory), to the other party or any other person or entity for cost of cover or for any indirect, incidental, special or consequential damages (including without limitation damages for loss of profit, revenue, business or data) arising out of this agreement, even if such party has been advisedof the possibility of such costs or damages.",2.0
"pacificap entertainment agrees that all television shows, dvd magazines, internet streaming video television shows, television shorts, radio shows, radio shorts, cell phone video clips, caller id video clips, promotional commercials, websites, streaming video commercials, streaming video highlight shows, 24 hour nostalgia sports network, dvd program package, television show series, stock footage library, and print promotional posters, created and or produced with any content provided by pacificap entertainment are wholly owned by the henry film and entertainment corporation.",2.0
"the parties will jointly own all inventions and other intellectual property rights jointly made under this agreement that are directly resulting from work conducted under this agreement in accordance with the development plan and related specifically to the product or the compound formulation, including any patents, patent applications and other intellectual property rights related to such inventions, if any, unless otherwise expressly set forth herein.",2.0
auriemma grants to berkshire the exclusive right and license (the license rights) to use the auriemma identification during the contract period and throughout the contract territory solely in connection with the advertisement and promotion of berkshire and the financial services,0.0
"kci pledges that it will not circumvent the relationships among venders, providers and clients developed by provider either directly or indirectly, during the contract period and for a period of up to 2 (two) years following termination of this contract",1.0
"during the term of this agreement and during the three year period after the expiration or termination of this agreement, the licensee will not solicit any person employed by licensor andor its affiliates to leave his or her employment with licensor.",1.0
"the publishers grant healthgate an exclusive right to carry out the services, with the exception that the publishers shall honour current contracts with third parties and publisher may publish and licence content themselves as long as it does not materially reduce healthgates revenue.",2.0
"after the initial term, this agreement shall continue on a month to month basis until terminated by either party upon thirty (30) days prior written notice to the other setting forth the effective date of such termination.",2.0
this agreement shall be governed in accordance with the laws of the state of new york without regard to conflict of laws principles.,0.0
neither this agreement nor any of the rights or obligations contained herein may be assigned or transferred by either party without the prior written consent of the other party.,0.0
"intellectual property agreement, d",0.0
"the scope of att audits shall also include: (i) practices and procedures used in performing the services; (ii) systems, communications and information technology used in performing the services; (iii) general controls and security practices and procedures; (iv) supporting information and calculations regarding invoices and compliance with service requirements; (v) quality initiatives and quality assurance; and (vi) compliance with the terms of this agreement.",1.0
"you and all owners must execute a general release, in a form satisfactory to us, of all claims against us and our past, present and future affiliates, officers, directors, shareholders, agents and employees.",2.0
"() by the non-hiring party in the immediately prior calendar year and, further, if the individual solicited and then hired in violation of this is a key person under section 5.4.1(b) (dedicated ftes; key persons), then bli shall have  () months to identify an employee as the individual to replace such key person and any (a)  or (b) , in each case (a)-(b), to the extent due to the absence of such key person performing a workflow development plan upon which the key person was engaged, shall be deemed waived for that  month period.",1.0
the term of this agreement shall commence on the effective date and shall continue for the longer of the first anniversary of the effective date or the duration of the manufacturing and distribution agreement (the term).,0.0
"in consideration of the services rendered pursuant to this agreement, integrity shall receive the excess, if any, of the sales price, as set forth in the funds registration statement, over the net asset value of shares sold by integrity, as underwriter.",1.0
"md anderson shall promptly make full written disclosure to lbio, shall hold in trust for the sole right and benefit of lbio, and hereby assigns, transfers and conveys to lbio, or its designee, all of md andersons worldwide right, title and interest in and to any and all inventions and all intellectual property rights therein and relating thereto, provided that md anderson shall retain the right to use any such invention for internal research, academic, and patient care purposes",2.0
"ppi hereby grants ekr the exclusive right and license (with the right to sublicense) to use, market, promote, sell, distribute and warehouse the products (the distribution rights) in the field in the territory during the term, as well as to make or have made the products anywhere in the world for import or sale in the field in the territory in each case, under the ppi ip provided that ppi retains all rights necessary to manufacture and supply the products to ekr in accordance with this agreement and the supply agreement.",0.0
this agreement shall be governed by and construed in accordance with the laws of the state of new york applicable to agreements made and to be performed in said state without regard to the conflicts of laws provisions thereof.,0.0
"as provided for in this section 1, the term of this agreement shall be for a period of five (5) years, beginning on the effective date (the initial term); provided, however, the initial term shall be subject to automatic successive renewal terms of three (3) years each (the renewal terms and together with the initial term, the term).",1.0
"roche shall have the right to terminate the agreement in its entirety, or on a work stream-by-work stream basis, except for the ctdna work stream, upon  prior written notice, without cause.",2.0
the terms of this agreement shall be governed by and construed in accordance with the laws of england.,0.0
a majority of the restaurant owners in the regional fund may vote to increase the amount of each restaurant owners regional fund contribution by up to an additional two percent (2%) of each restaurants gross revenues.,1.0
"except with regard to obligations to indemnify a party for claims made by third parties, neither party shall be liable to the other party (or its affiliates) pursuant to this agreement for any consequential, incidental, indirect, or special damages or losses or any punitive, exemplary, treble, or similar damages arising out of or relating to this agreement or the performance of, or failure to perform, its obligations hereunder, even if such damages or losses are caused by the sole, joint, or concurrent negligence, strict liability, or other fault of the party whose liability is being waived hereby.",2.0
a donation of 0.05 per unit sold of licensed products within the contract territory payable to the nfl alumni northern california chapter.,1.0
"in the event that the agreement is terminated pursuant to section 16.a.v due to e-centives acquisition by an excitehome named competitor, or by an entity controlling or controlled by an excitehome named competitor, e-centives shall transfer all of its right, title and interest in and to the payment-eligible user data to excite.",2.0
"new application technologies that have been developed by cooperation of the parties shall be jointly and equally owned by the parties, and any royalties for the use thereof by third parties shall be shared equitably between the parties",2.0
"distributor may, no later than one hundred and twenty (120) calendar days after a product is sold by distributor to a customer, return to vendor, at distributors expense, any product received by distributor from vendor during the 120-day period prior to such return, which distributor or its customer believes to be defective.",1.0
"this agreement and any dispute, controversy or claim arising out of or in connection with it or its subject matter, existence, negotiation, validity, termination, breach or enforceability (including non-contractual disputes or claims) shall be governed by and construed in accordance with the laws of england and wales.",0.0
"prior to the earlier of investor exercising the option and the expiration of the option period, company will not grant to any third party any rights to the patents or to the technical information that extend beyond the expiration of the option period.",1.0
"this agreement may not be assigned by any party without the written consent of the other parties, except to a subsidiary or controlled affiliate of such party which succeeds such partys conduct of covered businesses.",0.0
"distributor hereby grants zogenix an irrevocable, perpetual, world-wide, royalty-free, fully paid-up, non-exclusive license with the right to grant sublicenses under such distributor inventions and any patents or patent applications claiming or disclosing such distributor inventions.",1.0
intellectual property agreement,0.0
this agreement shall automatically be renewed for one (1) or more one (1) month periods unless either the customer or i-on gives notice to the other party of its intention not to renew the,0.0
"if intuit fails to deliver such impressions during the twelve (12) month period following the launch date, intuit agrees to run such promotions in equivalent areas and placement, as mutually agreed upon by the parties, until such impressions have been delivered.",1.0
"this agreement may not be assigned by either party, by operation of law or otherwise, without the prior written consent of the other party, which consent shall not be unreasonably withheld, provided that (a) mis consent need not be obtained in connection with the assignment of this agreement pursuant to a merger in which customer is a party and as a result of which the surviving corporation becomes an affiliate of another bank holding company, bank, savings and loan association or other financial institution having a capital and surplus of at least 100,000,000 so long as the provisions of section 21.11 are complied with and (b) mi may freely assign this agreement (i) in connection with a merger, corporate reorganization or sale of all or substantially all of its assets, stock or securities, or (ii) to any entity which is a successor to the assets or the business of the mi data services division of mi.",0.0
"upon reasonable prior notice to eutectix and at liquidmetals expense, no more than once per year, during the term of this agreement and for one (1) year following the expiration or termination of this agreement, liquidmetal or its designee shall have the right from time to time to confirm and validate: (a) that eutectix has complied with the pricing provisions of this agreement; (b) eutectixs financial condition, successorship planning, and ability to continue operations; (c) that eutectixs performance is consistent with the agreement; (d) that eutectix has complied with article 10 (compliance) of this agreement. upon reasonable and prior notice to eutectix, eutectix will also provide liquidmetal or its designee from time to time with reasonable access to eutectixs facility and the facilities of its sub-suppliers and other subcontractors to permit liquidmetal to inspect the production, handling, and storage of liquidmetal products and the licensed equipment and inventories of raw materials and components. eutectix shall maintain an orderly storage bookkeeping so that the respective inventory of the licensed equipment, liquidmetal products and property of liquidmetal can be immediately recognized; and (e) such confirmation and validation to be conducted with minimal disruption to eutectixs business operations and all information disclosed during such exercise to be deemed to be confidential information.",1.0
"except for either partys violation of the confidentiality obligations and for either partys indemnification obligations, neither party shall be liable under any contract, negligence, strict liability, or other legal or equitable theory for any amounts in excess in the aggregate of the amount of the fees paid or payable under this agreement.",2.0
"unless otherwise agreed in an order, supplier grants bank of america a perpetual, worldwide, irrevocable, nonexclusive royalty free license to any pre-existing ip embedded in the work product, which shall permit bank of america and any transferee or sublicensee of bank of america, subject to the restrictions in this agreement, to make, use, import, reproduce, display, distribute, make derivative works and modify such pre-existing ip as necessary or desirable for the use of the work product.",1.0
"licensee may terminate this agreement for convenience upon eighteen (18) months advance written notice to bioeq; provided, however, that any such termination for convenience shall not become effective prior to twelve (12) months after the first commercial sale of the first licensed product.",2.0
monthly program fee: four percent (4%) of the hotels gross rooms revenue for the preceding calendar month.,1.0
"mutually agreeing to terminate the phase 3 trial, in either case ((x) or (y)), due to a serious safety issue that was previously known, demonstrated or identified by pb as being material as of the effective date and the material data showing, demonstrating, or identifying such serious safety issue were not included in the data room, disclosed in writing to sfj or otherwise publicly known prior to the effective date; then, in either case ((i) or (ii)), pb will pay sfj within  of the date of termination an amount equal to three hundred percent (300%) of development costs paid or incurred by sfj, and (b) if pb elects to continue development of the product and obtains regulatory approval following such termination, in exchange for purchasing the trial data package including the research results included therein as set forth in section 11.1.1.4, pb will remain obligated to pay any approval payments that become due and payable pursuant to article 6 at such time as such approval payments become due and payable (if ever) pursuant to article 6 (except to the extent of the amount of any buy-out payment paid by pb pursuant to section 6.7), provided that such approval payments (or buy-out payment, as applicable) shall be adjusted as set forth in section 6.2 and shall be reduced by the amount previously paid by pb to sfj pursuant to this section 14.2.7.",1.0
"this agreement shall begin on the effective date and shall continue until december 31, 2020, unless extended or earlier terminated.",0.0
"the consultant shall promptly disclose to the company all inventions and will maintain adequate and current written records (in the form of notes, sketches, drawings and as may be specified by the company) to document the conception andor first actual reduction to practice of any invention. such written records shall be available to and remain the sole property of the company at all times.",2.0
"unless earlier terminated as provided herein, this agreement continues in effect for an initial term of seven (7) years (initial term) and will automatically renew for one or more annual periods after the initial term (each a renewal term) unless either party gives notice of non-renewal at least one hundred eighty (180) days prior to the beginning of any renewal term.",0.0
"unless terminated earlier as provided herein, this agreement shall terminate on the date three (3) years from the effective date.",0.0
"licensor will pay the cost of such audits unless an audit reveals a discrepancy in payment or reporting of five percent (5%) or more, in which case the licensee shall reimburse the licensor for the reasonable cost of the audit.",1.0
the initial term of the contracted agreement is 5 years from the commencement date.,0.0
"you agree that, at our option, you will sell to us any or all your assets used to operate the franchised business (including equipment, fixtures, furnishings, delivery vehicles, supplies, and inventory) that we ask in writing to purchase. 16.2.1. the purchase price for such items will be equal to your depreciated cost (determined below) or fair market value, whichever is less. the cost will be determined based upon a five (5) year straight-line depreciation of original costs. for equipment that is five (5) or more years old, the parties agree that fair market value will be deemed to be ten percent (10%) of the equipments original cost. the fair market value of tangible assets must be determined without reference to good will, going-concern value, or other intangible assets. page 32 of 39 source: pf hospitality group inc., 10-12g, 9232015 16.2.2. we may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this agreement. during that 30-day period, you agree not to dispose of, transfer, or otherwise hinder our ability to exercise our rights with respect to your assets. 16.2.3. if we exercise our option to purchase, we may setoff all amounts due to us under this agreement and the cost of the appraisal (if any), against any payment due to you. 16.2.4. if we do not exercise our rights to purchase your delivery vehicle(s), you must immediately make such modifications or alterations to the delivery vehicle(s) that may be needed to remove any proprietary marks and to otherwise distinguish the appearance of the vehicle(s) from those used by other restaurants.",1.0
"this agreement shall be governed by the laws of the state of california, without regard to the conflicts of law provisions of any jurisdiction.",0.0
"in no event shall truelinks liability for any matter arising under or related to section 3, 4, 7 and 11 this agreement (other than due to a breach resulting from truelinks gross negligence or willful misconduct) exceed the total compensation paid for hosting and support services over the immediately preceding 12 months period.",2.0
"this agreement shall be governed by, and construed in accordance with, the laws of the state of new york.",0.0
"after the bad debt provisions and the part allocated to the fee collection agent are deducted from the total revenue, party b will obtain 70% of the remaining revenue (total revenue  (1 - bad debt rate)  (1 - sharing percentage for fee collection channel)  70%).",1.0
"the term of this agreement shall commence on the effective date and shall continue, unless terminated sooner in accordance with this article viii, until june 27, 2011 (the term).",0.0
"during the term and for a period of three (3) years following the termination or expiration of this agreement, the reseller shall maintain complete books of accounts and records consistent with sound business and accounting principles and practices consistently applied.",1.0
"upon the expiration or termination of either the lease agreement or the franchise agreement (attached), lessor will cooperate with and assist franchisor in securing possession of the premises and if franchisor does not elect to take an assignment of the lessees interest, lessor will allow franchisor to enter the premises, without being guilty of trespass and without incurring any liability to lessor, to remove all signs, awnings, and all other items identifying the premises as a franchised business and to make other modifications (such as repainting) as are reasonably necessary to protect the joint marks and system, and to distinguish the premises from a franchised business.",1.0
"this clause 6 and clauses 1, 5, 7 through 9 (inclusive) come into force and effect upon the execution of this agreement by the parties.",0.0
this agreement shall be construed in accordance with the laws of the state of california applicable to agreements executed and to be wholly performed therein.,0.0
"any and all claims and actions arising out of or relating to this agreement, the relationship of you and us, or your operation of the franchised business, brought by any party hereto against the other, shall be commenced within two (2) years from the occurrence of the facts giving rise to such claim or action, or such claim or action shall be barred.",2.0
"subject to articles 5.1 and 5.2, iger grants ceres an exclusive, world-wide license, with the right to grant sublicenses, to use and exploit commercially (a) igers interest in any joint intellectual property (including but not limited to released varieties) and other research results; (b) iger intellectual property and (c) when and only to the extent necessary for the commercialization or use of joint intellectual property andor other research results andor iger intellectual property for the collaboration crops, iger background intellectual property, subject to paying iger reasonable remuneration (whether as a royalty or in some other form as the parties may agree) to be negotiated in good faith.",0.0
"this agreement may be executed in one or more counterparts, all of which counterparts shall be considered one and the same agreement, and shall become effective when one or more counterparts have been signed by each party and delivered to the other party.",0.0
"upon expiration or termination of this agreement by papa johns (but not in the event of termination by abg), and subject to papa johns ongoing compliance with the terms and conditions of this agreement, papa johns shall have the following rights to use the celebrity endorsement solely as follows: (i) for a period of six (6) months following the effective date of expiration or termination, papa johns shall have the right to continue to use, display and distribute copies of materials which bear the celebrity endorsement and which were printed and published, or irrevocably booked for publication or display with a third party, prior to the effective date of expiration or termination; and (ii) papa johns shall have the right, without restriction, to the in-house, non-commercial use of any materials.",1.0
"either party shall have the right from time to time to audit and make extracts of the books and records of the other, insofar as said books or records pertain to the terms of this agreement.",1.0
"this agreement shall terminate as to the remarketing agent and its obligations hereunder with respect to vrrm-mfp shares upon the earliest to occur of (a) the effective date of the resignation or removal of such remarketing agent pursuant to section 5(a) and section 5(b), respectively, (b) the completion of a successful transition remarketing on a new mode commencement date in connection with transition to a new mode, or (c) the date on which no vrrm-mfp shares are outstanding.",0.0
"except as permitted pursuant to article 13.1 hereof, neither party shall assign or transfer this agreement, or any and all related rights and obligations in the joint venture or all rights and all obligations in any related agreements, without the prior written consent of the other party, which consent may not be unreasonably withheld or delayed; provided, however, any party may assign any or all of its interests in this agreement or the operating company to a wholly-owned subsidiary (which shall at all times remain a wholly-owned subsidiary, and such subsidiary may be a partnership, limited liability company, or corporation) or commonly-owned affiliate of igene or tl, as the case may be, provided that the ultimate parent company (e.g. igene or tl, as the case may be) shall guarantee such subsidiarys or affiliates performance hereunder.",0.0
"in the event the holding company is unable to sell a minimum of 17,850,000 shares within the period herein provided, this agreement shall terminate and the holding company shall refund to any persons who have subscribed for any of the shares the full amount which it may have received from them plus accrued interest, as set forth in the prospectus; and none of the parties to this agreement shall have any obligation to the other parties hereunder, except as set forth in this section 2 and in sections 7, 9 and 10 hereof. in the event the offering is terminated for any reason not attributable to the action or inaction of the agent, the agent shall be paid the fees due to the date of such termination pursuant to subparagraphs (a) and (e) below.",1.0
internet channel cooperation agreement,0.0
"the prices payable by ultragenyx to cremer for the product (the price) shall be agreed  every contract year; provided, that the price may not increase more than the  for such period or %, whichever is higher.",1.0
"upon any capital reorganization of the companys capital stock (other than a subdivision, combination, reclassification or exchange of shares provided for elsewhere in this section 2) or a merger or consolidation of the company with or into another corporation, then as a part of such reorganization, merger or consolidation, provision shall be made so that the holder shall thereafter be entitled to receive upon the exercise of this warrant, the number and kind of securities and property of the company, or of the successor corporation resulting from such reorganization, merger or consolidation, to which that holder would have received for the shares if this warrant had been exercised immediately before such reorganization, merger or consolidation.",2.0
"this agreement shall continue until january 18, 2022, and thereafter shall continue automatically for successive annual periods ending on january 18th of each year, provided such continuance is specifically approved at least annually by (a) the funds board of trustees and (b) a vote of a majority (as defined in the 1940 act) of the funds trustees who are not interested persons (as defined in the 1940 act) of the fund and who have no direct or indirect financial interest in the operation of the plan, in this agreement, or any agreement related to the plan (the qualified trustees), by vote cast in person at a meeting called for the purpose of voting on such approval.",0.0
customer may not change the price of buy-sell,1.0
"should the parties have not agreed to the following agreement by   , this agreement shall automatically stay in force for a maximum of    (unless otherwise mutually agreed by the parties or as otherwise set forth in section 18.1(a)) or until the parties have signed the follow-on agreement (the renewal term).",1.0
"if the arbitrator determines that any outstanding patent should be or should have been, as applicable, an assigned patent, seller shall (and shall cause the other seller parties to) assign such patent to the purchaser assignees in accordance with section 2.1(b)(iii)(e).",2.0
"this agreement will commence on the effective date and continue for an initial term of five (5) years, and will automatically renew for additional periods of five (5) years unless one party notifies the other of its intention not to renew, no less than 12 months prior to the expiration of the then-current term, unless terminated as permitted under this agreement.",0.0
"herc may not assign, transfer, sublicense or delegate any of its rights hereunder or delegate its obligations hereunder without the prior written consent of hsi, and any such purported assignment, transfer, sublicense or delegation, in the absence of such consent, shall be void and without effect.",0.0
this agreement will be effective when signed by both parties provided that the co-promotion agreement and the option agreement have been signed and have come into force and provided also that said agreements do not prohibit galen from entering into the dovonex(r) agreement and the dovobet(r) agreement.,0.0
"sponsor shall have the opportunity to purchase the same seating package for the postseason at prevailing prices, as available: (i)  with access to the west legacy club; (ii)  on the 100 level with access to the champions and broadcast clubs; (iii)  on the 200 level with access to the loft club;",1.0
"this agreement shall be governed by and construed in accordance with the substantive laws of the   , excluding any rules of conflicts of laws that would apply the substantive laws of any other jurisdiction.",0.0
said certificate of insurance shall require heritages and jaspers insurance carrier to give premier  written notice of any cancellation or change in coverage.,1.0
"company grants to investor, for the duration of the option period, a worldwide, royalty-free, non-exclusive, irrevocable license (with the right to grant sublicenses to affiliates) under the patents to practice the methods therein described and claimed and to make and have made, use, offer to sell, sell and import products made using such methods, and to make improvements, and to engage in any activity which would give rise to a claim of infringement (direct or indirect or otherwise) of one or more of the patents in the absence of a license.",1.0
"mmt and siga shall maintain such insurance throughout the term, and shall from time to time provide copies of certificates of such insurance the other party upon request.",1.0
"subject to the terms and conditions of this agreement, xspa hereby grants to calm, solely during the term and in the territory, a revocable (as set forth in section 12.04), royalty-free, assignable (solely as set forth in section 16.05), non-sublicensable (except as set forth in section 9.03), non-exclusive license to use the marks set forth on exhibit e (xspas marks, and together with calms marks, the marks), solely to the extent necessary for calm to exercise its rights or perform its obligations set forth in this agreement.",0.0
"the term of this agreement for the hosted site shall commence upon april 1, 1999 and shall continue for a period of six (6) months, unless earlier terminated in accordance with provisions hereof.",0.0
promotion and distribution agreement,0.0
"neither party may transfer or assign any of its rights or obligations under this agreement without the prior written consent of the other party, except that either party may assign this agreement to any entity controlled by it, its parents, subsidiaries, or affiliates, or to any purchaser of the business to which this agreement relates subject to the other parties consent which will not be unreasonably withheld or delayed.",0.0
"the company shall have unlimited rights of utilization of the professionals image in all advertising, promotion, publicity and other forms of communication with any part during the term of this agreement, it being the intent of the professional that the companys utilization of the professionals image shall be at the discretion of the company.",0.0
this agreement will be governed by and construed in accordance with the laws of the state of illinois applicable to agreements made and to be performed wholly within that state without regard to its conflicts of laws provisions.,0.0
"this agreement will automatically renew at the end of the initial term or a subsequent renewal term on a year to year basis (each, a renewal term), unless either party notifies the other at least 30 days prior to the end of the initial term or then current renewal term, as applicable, of its intention not to renew this agreement.",0.0
"subject to the terms and conditions of this agreement, changepoint grants to corio a nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement), royalty-free, fully paid up license in the territory to reproduce, install and use additional copies of the software, documentation, and software tools and utilities if any, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for production, testing, development, upgrade, reporting and training for the purpose of allowing the software to be made available to customers as part of the corio services.",0.0
"at all times during the term and for six (6) months following the termination of this agreement, wyzz shall have the right, upon prior written request to nexstar, to review all of the books and records of nexstar relating to the bcf report and the distributions.",1.0
"this agreement shall continue in effect for two years from the date hereof, and thereafter shall continue automatically for successive annual periods, provided that such continuance is specifically approved at least annually by (a) the vote of the board, or by the vote of a majority of the outstanding voting securities of the fund and (b) the vote of a majority of the funds directors who are not parties to this agreement or interested persons (as such term is defined in section 2(a)(19) of the investment fund act) of any such party, in accordance with the requirements of the investment fund act.",1.0
"customer shall release, defend, indemnify and hold harmless transporter and transporters members, directors, officers, agents and employees from and against any and all suits, actions, causes of action, claims, demands, losses, liabilities and expenses (including, without limitation, interest, court costs, reasonable attorneys fees and expenses, and other costs of defense) (collectively, claims) relating to, caused by or arising out of customers breach of any representation, warranty or covenant made by customer hereunder, but not to the proportionate extent that such claim is caused by or results from or arises out of the gross negligence or willful misconduct of transporter.",2.0
corporate sponsorship agreement,0.0
"contractor shall permit customer to audit its quality procedures, upon three (3) business day advance written notice to contractor and shall provide all assistance which is reasonably necessary for customer to evaluate the quality of the products.",1.0
"developer expressly acknowledges el pollo locos exclusive right, title, and interest in an to the trade name, service mark and trademark el pollo loco, and such other trade names, service marks, and trademarks which are designated as part of the el pollo loco system (the marks), and developer agrees not to represent in any manner that developer has any ownership in el pollo loco marks.",2.0
"each party grants to the other party a non-exclusive, non-transferable, royalty-free licence to use the other partys intellectual property rights as far is strictly necessary to comply with its marketing and promotional obligations under this agreement.",0.0
"if a release condition (as defined in section 12.2 of this agreement) occurs and the escrow agent provides the source code to corio under the escrow agreement, corio agrees to hold the source code in strict confidence, and not to use the source code for any purpose other than those purposes set forth under section 12.3 of this agreement.",1.0
"company shall not, during the period of this agreement, or any time thereafter, challenge associations exclusive ownership or registration of associations marks, including any and all moral rights.",2.0
"the foregoing provisions of this section 19 state the entire liability and obligations of tripath and the exclusive remedy of distributor and its customers, with respect to any actual or alleged intellectual property infringement by the products.",2.0
"neither party may assign this agreement or any of its rights or delegate any of its duties under this agreement without the prior written consent of the other party, not to be unreasonably withheld; except that either party may, without the other partys consent, assign this agreement or any of its rights or delegate any of its duties under this agreement: (a) to any corporate affiliate of such party; or (b) to any purchaser of all or substantially all of such partys assets or to any successor by way of merger, consolidation or similar transaction.",0.0
developer may also terminate this agreement by giving two (2) weeks notice in writing to val.,2.0
"subject to section 18.7.2, astellas may terminate this agreement upon six (6) months notice to fg for any reason or no reason.",2.0
"in addition, iac shall secure any and all intellectual property rights that may pertain to the sonos products that are created by such iac subcontractor, and hereby transfers and assigns all such intellectual property rights",2.0
"joint venture company shall not, and shall cause each spv and each of their affiliates not to, directly or indirectly, market or sell any loop-branded products or any products produced using licensed subject matter to any person or entity except to authorized customers pursuant to a transferred contract (the marketing and sale restriction); provided that if at any time during the term of this agreement, loop has delivered proposed contract notices that result in transferred contracts having binding purchase and supply obligations for less than  of the then existing actual production capacity of a licensed facility (taking into account joint venture companys reasonable forecasts based on customer requirements, seasonal variations, and other factors) in the subsequent three months (the ), joint venture company may market and solicit orders for licensed products produced in such licensed facility directly to customers and potential customers and enter into supply contracts for the sale of loop-branded products or any products produced using licensed subject matter produced in such licensed facility with customers without being restricted by the marketing and sale restriction.",2.0
neither of the parties hereto may assign its rights or delegate any of its duties under this agreement without the prior written consent of each other party.,0.0
"this agreement shad be deemed a contract made under and shall be construed in accordance with and governed by the laws ofthe state oftexas and that actions arising out ofthis agreement may be litigated in courts having situs in harris county, texas.",0.0
"notwithstanding the foregoing, upon the prior written approval of online bvi, which approval may be withheld in its sole discretion, the company shall be permitted to sublicense its rights hereunder to a wholly-owned subsidiary of the company or a majority-owned subsidiary of tom holding, for the same purpose and under the same terms and conditions as the license set forth herein.",1.0
"hence, as of the distribution date, spinco hereby grants, and agrees to cause the members of the spinco group to hereby grant, to honeywell and the members of the honeywell group a non-exclusive, royalty-free, fully-paid, perpetual, sublicenseable (solely to subsidiaries and suppliers for have made purposes), worldwide license to use and exercise rights under the spinco shared ip (excluding trademarks and the subject matter of any other ancillary agreement), said license being limited to use of a similar type, scope and extent as used in the honeywell business prior to the distribution date and the natural growth and development thereof.",1.0
"aucta, for itself and its affiliates, hereby grants to eton in accordance with the terms and conditions of this agreement, an exclusive (even as to and against aucta in the territory) right and license, including the right to sublicense, to the products (or any components thereof), dossiers, and all current and future aucta background intellectual property that is owned or controlled by aucta or its affiliates for eton to develop, manufacture, import, use, promote, distribute, market, advertise, offer for sale or sell (collectively, market) the products in and for the territory.",2.0
"any substitute goods or services. the aggregate liability of supplier under, or in connection with, this agreement shall be equal to the lesser of: (i) ; and (ii) .",2.0
"this agreement will automatically renew at the end of the initial term or a subsequent renewal term on a year to year basis (each, a renewal term), unless either party notifies the other at least 30 days prior to the end of the initial term or then current renewal term, as applicable, of its intention not to renew this agreement.",1.0
"fox also grants licensee a limited, non-exclusive right and license to distribute the following wireless products in connection with the property ice age 2 outside of the united states: (a) 4 scrat voicetones; (b) 1 john leguizamo voicetone; and (c) 3 premium videos. (collectively, ia2 audio and video wireless products)",0.0
in the event the production session exceeds eight (8) hours in duration hds and celebrity will negotiate in good faith additional compensation to celebrity for time in excess of eight (8) hours.,2.0
commercialization and license agreement,0.0
"thereafter this agreement will automatically be renewed for successive additional periods of one year, unless either party gives notice of cancellation on or before october 1 of any such year.",0.0
"licensee shall, within  () days of the effective date of termination of the agreement at the latest (and at no cost to bioeq if this agreement is terminated by bioeq pursuant to sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9, or by licensee pursuant to section 15.2.5, or at bioeqs cost and expense if this agreement is terminated by licensee pursuant to sections 15.2.1, 15.2.6, 15.2.7 or 15.2.8, as applicable) transfer and assign to bioeq or its designee all of licensees right, title and interest in and to any and all biologics license applications and biologics license application approvals controlled by licensee for the licensed products in the field in the territory as of the effective date of such termination, including any and all documentation pertaining to such filings and biologics license application approvals (provided that the physical or electronic transfer of files and documentation in connection with such transfer and assignment of rights may occur after such  () day period without being deemed a breach of this section 15.3.2 by licensee).",2.0
